Run info,Date,Time,Instance,Best obj,Optimal obj,Found optimal,CPU time,Wall time,Stopped after,Total iterations,Population size,Splits,Split factor,Pre-processed?,Heuristic?,MIP solve time,Swaps,Initial jumps,Dead jumps,Jump frequency,AND(NOT($G2="*")NOT(ISBLANK($F2)))
,2019-12-05,13:50:03,d04,1935,1935,*,166,164.293,2,10,1000,500,8,1,1,50,1,1,5,0,1936
,2019-12-05,13:52:53,d05,3252,3250,,632,627.476,10,10,1000,500,8,1,1,50,1,1,5,0,3252
,2019-12-05,14:03:29,d06,70,67,,504,502.322,10,10,1000,500,8,1,1,50,1,1,5,0,70
,2019-12-05,14:11:56,d07,103,103,*,1,0.206947,0,10,1000,500,8,1,1,50,1,1,5,0,105
,2019-12-05,14:11:59,d08,1076,1072,,558,552.681,10,10,1000,500,8,1,1,50,1,1,5,0,1077
,2019-12-05,14:21:20,d09,1450,1448,,584,578.499,10,10,1000,500,8,1,1,50,1,1,5,0,1450
,2019-12-05,14:31:07,d10,2113,2110,,638,633.503,10,10,1000,500,8,1,1,50,1,1,5,0,2113
,2019-12-05,14:41:49,d11,29,29,*,0,0.457642,0,10,1000,500,8,1,1,50,1,1,5,0,32
,2019-12-05,14:41:52,d12,42,42,*,1,0.499845,0,10,1000,500,8,1,1,50,1,1,5,0,42
,2019-12-05,14:41:57,d13,506,500,,555,550.393,10,10,1000,500,8,1,1,50,1,1,5,0,506
,2019-12-05,14:51:15,d14,670,667,,578,573.182,10,10,1000,500,8,1,1,50,1,1,5,0,670
,2019-12-05,15:00:56,d15,1120,1116,,636,630.256,10,10,1000,500,8,1,1,50,1,1,5,0,1120
,2019-12-05,15:11:34,d16,13,13,*,12,11.4502,0,10,1000,500,8,1,1,50,1,1,5,0,16
,2019-12-05,15:11:48,d17,23,23,*,4,3.05536,0,10,1000,500,8,1,1,50,1,1,5,0,25
,2019-12-05,15:11:54,d18,235,223,,551,547.478,10,10,1000,500,8,1,1,50,1,1,5,0,235
